experiment,baseline,target,scope,fold,repetition,permutation_seed,n,reference_mae_kg,result_mae_kg,delta_mae_kg,effect
permutation,random_forest,area_power_1_5,fold,4,7,3362551828,26,67.093543,72.720426,5.626883,harm
permutation,random_forest,area_power_1_5,fold,4,8,2660396814,26,67.093543,70.388692,3.295149,harm
permutation,random_forest,area_power_1_5,fold,4,9,71745583,26,67.093543,66.125324,-0.968219,neutral
permutation,random_forest,area_power_1_5,fold,5,0,3585989589,26,67.367468,68.472830,1.105362,harm
permutation,random_forest,area_power_1_5,fold,5,1,3961010752,26,67.367468,67.826697,0.459229,neutral
permutation,random_forest,area_power_1_5,fold,5,2,1707989068,26,67.367468,68.665217,1.297749,harm
permutation,random_forest,area_power_1_5,fold,5,3,1030309407,26,67.367468,69.610430,2.242962,harm
permutation,random_forest,area_power_1_5,fold,5,4,4022610367,26,67.367468,69.700180,2.332712,harm
permutation,random_forest,area_power_1_5,fold,5,5,713051777,26,67.367468,69.131374,1.763906,harm
permutation,random_forest,area_power_1_5,fold,5,6,3038923206,26,67.367468,68.469904,1.102436,harm
permutation,random_forest,area_power_1_5,fold,5,7,4176179918,26,67.367468,68.978022,1.610554,harm
permutation,random_forest,area_power_1_5,fold,5,8,2799932354,26,67.367468,71.429781,4.062313,harm
permutation,random_forest,area_power_1_5,fold,5,9,3225001334,26,67.367468,69.612830,2.245362,harm
permutation,random_forest,area_power_1_5,oof,,0,,132,52.784275,55.130338,2.346063,harm
permutation,random_forest,area_power_1_5,oof,,1,,132,52.784275,57.982725,5.198450,harm
permutation,random_forest,area_power_1_5,oof,,2,,132,52.784275,58.419242,5.634967,harm
permutation,random_forest,area_power_1_5,oof,,3,,132,52.784275,57.800728,5.016453,harm
permutation,random_forest,area_power_1_5,oof,,4,,132,52.784275,57.261464,4.477189,harm
permutation,random_forest,area_power_1_5,oof,,5,,132,52.784275,56.283813,3.499538,harm
permutation,random_forest,area_power_1_5,oof,,6,,132,52.784275,58.297789,5.513514,harm
permutation,random_forest,area_power_1_5,oof,,7,,132,52.784275,56.898111,4.113836,harm
permutation,random_forest,area_power_1_5,oof,,8,,132,52.784275,56.329237,3.544962,harm
permutation,random_forest,area_power_1_5,oof,,9,,132,52.784275,55.526385,2.742110,harm
permutation,random_forest,aspect_ratio,fold,1,0,1898791636,27,50.674813,55.188596,4.513783,harm
permutation,random_forest,aspect_ratio,fold,1,1,2119305638,27,50.674813,55.457493,4.782680,harm
permutation,random_forest,aspect_ratio,fold,1,2,2169352013,27,50.674813,54.935466,4.260653,harm
permutation,random_forest,aspect_ratio,fold,1,3,1515556851,27,50.674813,51.315913,0.641100,neutral
permutation,random_forest,aspect_ratio,fold,1,4,2834104490,27,50.674813,57.100603,6.425790,harm
permutation,random_forest,aspect_ratio,fold,1,5,4231323976,27,50.674813,51.152669,0.477857,neutral
permutation,random_forest,aspect_ratio,fold,1,6,1457073859,27,50.674813,57.681445,7.006632,harm
permutation,random_forest,aspect_ratio,fold,1,7,511216225,27,50.674813,55.095815,4.421002,harm
permutation,random_forest,aspect_ratio,fold,1,8,4135432340,27,50.674813,54.656322,3.981510,harm
permutation,random_forest,aspect_ratio,fold,1,9,246346294,27,50.674813,48.360082,-2.314731,improvement
permutation,random_forest,aspect_ratio,fold,2,0,64340181,27,31.781472,36.388009,4.606537,harm
permutation,random_forest,aspect_ratio,fold,2,1,2874498721,27,31.781472,36.087451,4.305979,harm
permutation,random_forest,aspect_ratio,fold,2,2,913983199,27,31.781472,39.581192,7.799721,harm
permutation,random_forest,aspect_ratio,fold,2,3,652464610,27,31.781472,37.648517,5.867045,harm
permutation,random_forest,aspect_ratio,fold,2,4,3696222492,27,31.781472,36.925746,5.144274,harm
permutation,random_forest,aspect_ratio,fold,2,5,222464003,27,31.781472,34.648188,2.866716,harm
permutation,random_forest,aspect_ratio,fold,2,6,551971278,27,31.781472,36.362689,4.581217,harm
permutation,random_forest,aspect_ratio,fold,2,7,1789044455,27,31.781472,38.351725,6.570253,harm
permutation,random_forest,aspect_ratio,fold,2,8,2163216471,27,31.781472,35.852305,4.070833,harm
permutation,random_forest,aspect_ratio,fold,2,9,1380941637,27,31.781472,36.256340,4.474868,harm
permutation,random_forest,aspect_ratio,fold,3,0,2820604621,26,47.893012,52.122999,4.229987,harm
permutation,random_forest,aspect_ratio,fold,3,1,2367705662,26,47.893012,50.286040,2.393027,harm
permutation,random_forest,aspect_ratio,fold,3,2,2099881897,26,47.893012,50.968386,3.075373,harm
permutation,random_forest,aspect_ratio,fold,3,3,405233711,26,47.893012,50.743631,2.850618,harm
permutation,random_forest,aspect_ratio,fold,3,4,514285569,26,47.893012,50.778278,2.885266,harm
permutation,random_forest,aspect_ratio,fold,3,5,1672907337,26,47.893012,49.626355,1.733343,harm
permutation,random_forest,aspect_ratio,fold,3,6,881061252,26,47.893012,48.635242,0.742230,neutral
permutation,random_forest,aspect_ratio,fold,3,7,2214825581,26,47.893012,48.339914,0.446902,neutral
permutation,random_forest,aspect_ratio,fold,3,8,3971228986,26,47.893012,52.242401,4.349388,harm
permutation,random_forest,aspect_ratio,fold,3,9,2912594679,26,47.893012,51.582300,3.689288,harm
permutation,random_forest,aspect_ratio,fold,4,0,996969458,26,67.093543,67.610040,0.516497,neutral
permutation,random_forest,aspect_ratio,fold,4,1,4220318424,26,67.093543,71.884618,4.791075,harm
permutation,random_forest,aspect_ratio,fold,4,2,1621613599,26,67.093543,67.218488,0.124945,neutral
permutation,random_forest,aspect_ratio,fold,4,3,3110045466,26,67.093543,69.994834,2.901291,harm
permutation,random_forest,aspect_ratio,fold,4,4,3055537203,26,67.093543,66.901483,-0.192061,neutral
permutation,random_forest,aspect_ratio,fold,4,5,43456899,26,67.093543,66.535518,-0.558025,neutral
permutation,random_forest,aspect_ratio,fold,4,6,2269095700,26,67.093543,67.199194,0.105651,neutral
permutation,random_forest,aspect_ratio,fold,4,7,1902329384,26,67.093543,70.124675,3.031132,harm
permutation,random_forest,aspect_ratio,fold,4,8,2719590471,26,67.093543,66.425732,-0.667811,neutral
permutation,random_forest,aspect_ratio,fold,4,9,4242667843,26,67.093543,70.389787,3.296244,harm
permutation,random_forest,aspect_ratio,fold,5,0,2610694864,26,67.367468,71.389250,4.021782,harm
permutation,random_forest,aspect_ratio,fold,5,1,533224264,26,67.367468,69.826758,2.459290,harm
permutation,random_forest,aspect_ratio,fold,5,2,885527937,26,67.367468,68.792261,1.424793,harm
permutation,random_forest,aspect_ratio,fold,5,3,2055653149,26,67.367468,68.258071,0.890603,neutral
permutation,random_forest,aspect_ratio,fold,5,4,4039303410,26,67.367468,70.810276,3.442808,harm
permutation,random_forest,aspect_ratio,fold,5,5,901973544,26,67.367468,69.544939,2.177471,harm
permutation,random_forest,aspect_ratio,fold,5,6,3707062173,26,67.367468,68.316300,0.948832,neutral
permutation,random_forest,aspect_ratio,fold,5,7,4202152949,26,67.367468,69.667500,2.300032,harm
permutation,random_forest,aspect_ratio,fold,5,8,3382367697,26,67.367468,66.178390,-1.189078,improvement
permutation,random_forest,aspect_ratio,fold,5,9,529306933,26,67.367468,67.620609,0.253141,neutral
permutation,random_forest,aspect_ratio,oof,,0,,132,52.784275,56.376878,3.592603,harm
permutation,random_forest,aspect_ratio,oof,,1,,132,52.784275,56.542775,3.758500,harm
permutation,random_forest,aspect_ratio,oof,,2,,132,52.784275,56.162177,3.377902,harm
permutation,random_forest,aspect_ratio,oof,,3,,132,52.784275,55.423860,2.639585,harm
permutation,random_forest,aspect_ratio,oof,,4,,132,52.784275,56.359488,3.575213,harm
permutation,random_forest,aspect_ratio,oof,,5,,132,52.784275,54.128790,1.344515,harm
permutation,random_forest,aspect_ratio,oof,,6,,132,52.784275,55.508415,2.724140,harm
permutation,random_forest,aspect_ratio,oof,,7,,132,52.784275,56.170590,3.386315,harm
permutation,random_forest,aspect_ratio,oof,,8,,132,52.784275,54.922292,2.138017,harm
permutation,random_forest,aspect_ratio,oof,,9,,132,52.784275,54.651921,1.867646,harm
permutation,random_forest,bbox_area,fold,1,0,426442277,27,50.674813,50.975463,0.300650,neutral
permutation,random_forest,bbox_area,fold,1,1,2685372155,27,50.674813,51.023896,0.349084,neutral
permutation,random_forest,bbox_area,fold,1,2,388429474,27,50.674813,50.901971,0.227158,neutral
permutation,random_forest,bbox_area,fold,1,3,259742599,27,50.674813,51.104540,0.429727,neutral
permutation,random_forest,bbox_area,fold,1,4,2550855653,27,50.674813,51.040285,0.365473,neutral
permutation,random_forest,bbox_area,fold,1,5,2682692397,27,50.674813,50.998151,0.323338,neutral
permutation,random_forest,bbox_area,fold,1,6,3820462364,27,50.674813,50.883965,0.209152,neutral
permutation,random_forest,bbox_area,fold,1,7,1636656955,27,50.674813,50.988728,0.313915,neutral
permutation,random_forest,bbox_area,fold,1,8,3274777263,27,50.674813,51.107086,0.432273,neutral
permutation,random_forest,bbox_area,fold,1,9,569319691,27,50.674813,51.006472,0.331659,neutral
permutation,random_forest,bbox_area,fold,2,0,3647177643,27,31.781472,32.883991,1.102519,harm
permutation,random_forest,bbox_area,fold,2,1,1434656890,27,31.781472,34.285225,2.503753,harm
permutation,random_forest,bbox_area,fold,2,2,3756785202,27,31.781472,33.423206,1.641734,harm
permutation,random_forest,bbox_area,fold,2,3,3396000707,27,31.781472,33.860284,2.078812,harm
permutation,random_forest,bbox_area,fold,2,4,3463457909,27,31.781472,32.883214,1.101742,harm
permutation,random_forest,bbox_area,fold,2,5,1676231391,27,31.781472,32.393235,0.611763,neutral
permutation,random_forest,bbox_area,fold,2,6,4079853762,27,31.781472,32.930735,1.149263,harm
permutation,random_forest,bbox_area,fold,2,7,2941300109,27,31.781472,33.634870,1.853398,harm
permutation,random_forest,bbox_area,fold,2,8,3214457296,27,31.781472,33.993311,2.211839,harm
permutation,random_forest,bbox_area,fold,2,9,2812527551,27,31.781472,33.584793,1.803321,harm
permutation,random_forest,bbox_area,fold,3,0,1855807997,26,47.893012,48.266435,0.373423,neutral
permutation,random_forest,bbox_area,fold,3,1,551171651,26,47.893012,48.312351,0.419339,neutral
permutation,random_forest,bbox_area,fold,3,2,3913165090,26,47.893012,48.146743,0.253731,neutral
permutation,random_forest,bbox_area,fold,3,3,2834918831,26,47.893012,48.172951,0.279939,neutral
permutation,random_forest,bbox_area,fold,3,4,1715915598,26,47.893012,47.260272,-0.632741,neutral
permutation,random_forest,bbox_area,fold,3,5,3900815546,26,47.893012,48.787931,0.894919,neutral
permutation,random_forest,bbox_area,fold,3,6,2761366294,26,47.893012,48.347543,0.454530,neutral
permutation,random_forest,bbox_area,fold,3,7,809399716,26,47.893012,48.529318,0.636306,neutral
permutation,random_forest,bbox_area,fold,3,8,2144013558,26,47.893012,48.079376,0.186363,neutral
permutation,random_forest,bbox_area,fold,3,9,2582243471,26,47.893012,48.758828,0.865816,neutral
permutation,random_forest,bbox_area,fold,4,0,4294536734,26,67.093543,67.831666,0.738123,neutral
permutation,random_forest,bbox_area,fold,4,1,1021997265,26,67.093543,67.300918,0.207375,neutral
permutation,random_forest,bbox_area,fold,4,2,60146073,26,67.093543,67.153816,0.060273,neutral
permutation,random_forest,bbox_area,fold,4,3,3065910121,26,67.093543,67.446456,0.352913,neutral
permutation,random_forest,bbox_area,fold,4,4,3745298856,26,67.093543,67.432953,0.339410,neutral
permutation,random_forest,bbox_area,fold,4,5,2890525554,26,67.093543,67.106639,0.013096,neutral
permutation,random_forest,bbox_area,fold,4,6,3025239356,26,67.093543,67.592559,0.499016,neutral
permutation,random_forest,bbox_area,fold,4,7,3880935405,26,67.093543,67.391852,0.298309,neutral
permutation,random_forest,bbox_area,fold,4,8,3773815959,26,67.093543,67.682773,0.589230,neutral
permutation,random_forest,bbox_area,fold,4,9,3482464805,26,67.093543,67.574944,0.481401,neutral
permutation,random_forest,bbox_area,fold,5,0,3695115528,26,67.367468,67.599193,0.231725,neutral
permutation,random_forest,bbox_area,fold,5,1,3393617188,26,67.367468,67.525696,0.158228,neutral
permutation,random_forest,bbox_area,fold,5,2,3262969381,26,67.367468,67.980576,0.613108,neutral
permutation,random_forest,bbox_area,fold,5,3,3387481138,26,67.367468,67.916870,0.549402,neutral
permutation,random_forest,bbox_area,fold,5,4,643222228,26,67.367468,67.866922,0.499454,neutral
permutation,random_forest,bbox_area,fold,5,5,2632464886,26,67.367468,67.666730,0.299262,neutral
permutation,random_forest,bbox_area,fold,5,6,3001596424,26,67.367468,67.634059,0.266591,neutral
permutation,random_forest,bbox_area,fold,5,7,3834430101,26,67.367468,68.113738,0.746270,neutral
permutation,random_forest,bbox_area,fold,5,8,1795009605,26,67.367468,68.085945,0.718477,neutral
permutation,random_forest,bbox_area,fold,5,9,2448454826,26,67.367468,68.099408,0.731940,neutral
permutation,random_forest,bbox_area,oof,,0,,132,52.784275,53.335870,0.551595,neutral
permutation,random_forest,bbox_area,oof,,1,,132,52.784275,53.522419,0.738145,neutral
permutation,random_forest,bbox_area,oof,,2,,132,52.784275,53.349161,0.564886,neutral
permutation,random_forest,bbox_area,oof,,3,,132,52.784275,53.530253,0.745978,neutral
permutation,random_forest,bbox_area,oof,,4,,132,52.784275,53.124987,0.340712,neutral
permutation,random_forest,bbox_area,oof,,5,,132,52.784275,53.213342,0.429068,neutral
permutation,random_forest,bbox_area,oof,,6,,132,52.784275,53.302463,0.518188,neutral
permutation,random_forest,bbox_area,oof,,7,,132,52.784275,53.558672,0.774397,neutral
permutation,random_forest,bbox_area,oof,,8,,132,52.784275,53.619403,0.835128,neutral
permutation,random_forest,bbox_area,oof,,9,,132,52.784275,53.630506,0.846231,neutral
permutation,random_forest,bbox_height,fold,1,0,3483853285,27,50.674813,50.962560,0.287748,neutral
permutation,random_forest,bbox_height,fold,1,1,772442013,27,50.674813,50.728809,0.053997,neutral
permutation,random_forest,bbox_height,fold,1,2,1419785632,27,50.674813,50.715823,0.041010,neutral
permutation,random_forest,bbox_height,fold,1,3,2720786796,27,50.674813,50.213161,-0.461651,neutral
permutation,random_forest,bbox_height,fold,1,4,2069587222,27,50.674813,51.304027,0.629214,neutral
permutation,random_forest,bbox_height,fold,1,5,184930534,27,50.674813,51.791806,1.116994,harm
permutation,random_forest,bbox_height,fold,1,6,497691835,27,50.674813,50.441188,-0.233625,neutral
permutation,random_forest,bbox_height,fold,1,7,2971547025,27,50.674813,51.002427,0.327615,neutral
permutation,random_forest,bbox_height,fold,1,8,1096647236,27,50.674813,50.875294,0.200482,neutral
permutation,random_forest,bbox_height,fold,1,9,85116377,27,50.674813,50.332584,-0.342229,neutral
permutation,random_forest,bbox_height,fold,2,0,1702947002,27,31.781472,31.688348,-0.093124,neutral
permutation,random_forest,bbox_height,fold,2,1,3443892144,27,31.781472,31.641320,-0.140152,neutral
permutation,random_forest,bbox_height,fold,2,2,1082353012,27,31.781472,31.622237,-0.159235,neutral
permutation,random_forest,bbox_height,fold,2,3,90353431,27,31.781472,31.178093,-0.603379,neutral
permutation,random_forest,bbox_height,fold,2,4,3299650634,27,31.781472,32.535753,0.754281,neutral
permutation,random_forest,bbox_height,fold,2,5,3306166803,27,31.781472,32.044118,0.262646,neutral
permutation,random_forest,bbox_height,fold,2,6,1152081005,27,31.781472,31.544377,-0.237095,neutral
permutation,random_forest,bbox_height,fold,2,7,2536299951,27,31.781472,31.881251,0.099779,neutral
permutation,random_forest,bbox_height,fold,2,8,3041041879,27,31.781472,32.095112,0.313640,neutral
permutation,random_forest,bbox_height,fold,2,9,2588211768,27,31.781472,31.240546,-0.540926,neutral
permutation,random_forest,bbox_height,fold,3,0,582259589,26,47.893012,47.348009,-0.545003,neutral
permutation,random_forest,bbox_height,fold,3,1,3440901651,26,47.893012,48.264292,0.371280,neutral
permutation,random_forest,bbox_height,fold,3,2,3762169529,26,47.893012,48.264765,0.371753,neutral
permutation,random_forest,bbox_height,fold,3,3,3454763683,26,47.893012,48.219510,0.326497,neutral
permutation,random_forest,bbox_height,fold,3,4,2038422325,26,47.893012,47.944801,0.051789,neutral
permutation,random_forest,bbox_height,fold,3,5,2056947311,26,47.893012,47.002885,-0.890127,neutral
permutation,random_forest,bbox_height,fold,3,6,3328780686,26,47.893012,48.523940,0.630927,neutral
permutation,random_forest,bbox_height,fold,3,7,3313011264,26,47.893012,50.051565,2.158553,harm
permutation,random_forest,bbox_height,fold,3,8,1026490300,26,47.893012,48.645429,0.752417,neutral
